,Filename,Scale_label,Scale_value,Movement_label,Movement_value
20,/bigdata/digbose92/MovieNet/trailer/tt4635936/shot_0059.mp4,ECS,0,Static,4
21,/bigdata/digbose92/MovieNet/trailer/tt4635936/shot_0107.mp4,CS,1,Static,4
22,/bigdata/digbose92/MovieNet/trailer/tt4635936/shot_0031.mp4,CS,1,Static,4
23,/bigdata/digbose92/MovieNet/trailer/tt3841866/shot_0022.mp4,MS,2,Static,4
24,/bigdata/digbose92/MovieNet/trailer/tt3841866/shot_0025.mp4,CS,1,Static,4
25,/bigdata/digbose92/MovieNet/trailer/tt3841866/shot_0004.mp4,FS,3,Motion,0
26,/bigdata/digbose92/MovieNet/trailer/tt3841866/shot_0034.mp4,CS,1,Motion,0
27,/bigdata/digbose92/MovieNet/trailer/tt3841866/shot_0005.mp4,LS,4,Static,4
28,/bigdata/digbose92/MovieNet/trailer/tt2336960/shot_0027.mp4,MS,2,Static,4
29,/bigdata/digbose92/MovieNet/trailer/tt2336960/shot_0066.mp4,ECS,0,Motion,0
30,/bigdata/digbose92/MovieNet/trailer/tt2336960/shot_0055.mp4,CS,1,Static,4
31,/bigdata/digbose92/MovieNet/trailer/tt2336960/shot_0062.mp4,LS,4,Static,4
32,/bigdata/digbose92/MovieNet/trailer/tt2336960/shot_0017.mp4,FS,3,Static,4
33,/bigdata/digbose92/MovieNet/trailer/tt2336960/shot_0031.mp4,LS,4,Motion,0
34,/bigdata/digbose92/MovieNet/trailer/tt2336960/shot_0057.mp4,ECS,0,Static,4
35,/bigdata/digbose92/MovieNet/trailer/tt2201221/shot_0022.mp4,MS,2,Static,4
36,/bigdata/digbose92/MovieNet/trailer/tt2201221/shot_0017.mp4,MS,2,Static,4
37,/bigdata/digbose92/MovieNet/trailer/tt2179239/shot_0018.mp4,CS,1,Static,4
38,/bigdata/digbose92/MovieNet/trailer/tt3228360/shot_0037.mp4,LS,4,Static,4
39,/bigdata/digbose92/MovieNet/trailer/tt2234428/shot_0032.mp4,MS,2,Motion,0
40,/bigdata/digbose92/MovieNet/trailer/tt3529432/shot_0027.mp4,MS,2,Static,4
41,/bigdata/digbose92/MovieNet/trailer/tt3529432/shot_0035.mp4,MS,2,Static,4
42,/bigdata/digbose92/MovieNet/trailer/tt3529432/shot_0037.mp4,MS,2,Push,1
43,/bigdata/digbose92/MovieNet/trailer/tt5545568/shot_0015.mp4,LS,4,Motion,0
44,/bigdata/digbose92/MovieNet/trailer/tt5545568/shot_0012.mp4,MS,2,Static,4
45,/bigdata/digbose92/MovieNet/trailer/tt5545568/shot_0018.mp4,LS,4,Pull,2
46,/bigdata/digbose92/MovieNet/trailer/tt5545568/shot_0083.mp4,CS,1,Static,4
47,/bigdata/digbose92/MovieNet/trailer/tt5545568/shot_0032.mp4,CS,1,Static,4
48,/bigdata/digbose92/MovieNet/trailer/tt3594780/shot_0011.mp4,LS,4,Motion,0
49,/bigdata/digbose92/MovieNet/trailer/tt3594780/shot_0015.mp4,ECS,0,Static,4
50,/bigdata/digbose92/MovieNet/trailer/tt3594780/shot_0006.mp4,CS,1,Static,4
51,/bigdata/digbose92/MovieNet/trailer/tt3594780/shot_0038.mp4,NA,NA,Push,3
52,/bigdata/digbose92/MovieNet/trailer/tt3594780/shot_0009.mp4,FS,3,Motion,0
53,/bigdata/digbose92/MovieNet/trailer/tt3594780/shot_0023.mp4,FS,3,Static,4
54,/bigdata/digbose92/MovieNet/trailer/tt3594780/shot_0013.mp4,MS,2,Static,4
55,/bigdata/digbose92/MovieNet/trailer/tt3594780/shot_0031.mp4,FS,3,Static,4
56,/bigdata/digbose92/MovieNet/trailer/tt2193091/shot_0111.mp4,ECS,0,Static,4
57,/bigdata/digbose92/MovieNet/trailer/tt2193091/shot_0121.mp4,CS,1,Static,4
58,/bigdata/digbose92/MovieNet/trailer/tt2193091/shot_0124.mp4,CS,1,Static,4
59,/bigdata/digbose92/MovieNet/trailer/tt2193091/shot_0015.mp4,ECS,0,Static,4
60,/bigdata/digbose92/MovieNet/trailer/tt2193091/shot_0040.mp4,LS,4,Motion,0
61,/bigdata/digbose92/MovieNet/trailer/tt2193091/shot_0067.mp4,ECS,0,Static,4
62,/bigdata/digbose92/MovieNet/trailer/tt2193091/shot_0059.mp4,CS,1,Push,1
63,/bigdata/digbose92/MovieNet/trailer/tt2193091/shot_0084.mp4,MS,2,Motion,0
64,/bigdata/digbose92/MovieNet/trailer/tt2193091/shot_0113.mp4,FS,3,Motion,0
65,/bigdata/digbose92/MovieNet/trailer/tt5539186/shot_0050.mp4,MS,2,Static,4
66,/bigdata/digbose92/MovieNet/trailer/tt5539186/shot_0020.mp4,CS,1,Motion,0
67,/bigdata/digbose92/MovieNet/trailer/tt5539186/shot_0024.mp4,MS,2,Static,4
68,/bigdata/digbose92/MovieNet/trailer/tt5539186/shot_0045.mp4,ECS,0,Motion,0
69,/bigdata/digbose92/MovieNet/trailer/tt5539186/shot_0018.mp4,NA,NA,Push,3
70,/bigdata/digbose92/MovieNet/trailer/tt5539186/shot_0037.mp4,MS,2,Multi_movement,3
71,/bigdata/digbose92/MovieNet/trailer/tt5265790/shot_0006.mp4,MS,2,Static,4
72,/bigdata/digbose92/MovieNet/trailer/tt5265790/shot_0002.mp4,ECS,0,Static,4
73,/bigdata/digbose92/MovieNet/trailer/tt5265790/shot_0004.mp4,ECS,0,Static,4
74,/bigdata/digbose92/MovieNet/trailer/tt5265790/shot_0013.mp4,MS,2,Motion,0
75,/bigdata/digbose92/MovieNet/trailer/tt3172644/shot_0023.mp4,CS,1,Static,4
76,/bigdata/digbose92/MovieNet/trailer/tt2286990/shot_0069.mp4,LS,4,Motion,0
77,/bigdata/digbose92/MovieNet/trailer/tt2286990/shot_0070.mp4,CS,1,Static,4
78,/bigdata/digbose92/MovieNet/trailer/tt2286990/shot_0041.mp4,MS,2,Static,4
79,/bigdata/digbose92/MovieNet/trailer/tt2286990/shot_0009.mp4,MS,2,Static,4
80,/bigdata/digbose92/MovieNet/trailer/tt2286990/shot_0108.mp4,FS,3,Static,4
81,/bigdata/digbose92/MovieNet/trailer/tt2286990/shot_0043.mp4,CS,1,Static,4
82,/bigdata/digbose92/MovieNet/trailer/tt2286990/shot_0065.mp4,LS,4,Static,4
83,/bigdata/digbose92/MovieNet/trailer/tt2286990/shot_0034.mp4,LS,4,Motion,0
84,/bigdata/digbose92/MovieNet/trailer/tt3312936/shot_0041.mp4,LS,4,Motion,0
85,/bigdata/digbose92/MovieNet/trailer/tt3312936/shot_0018.mp4,CS,1,Static,4
86,/bigdata/digbose92/MovieNet/trailer/tt3312936/shot_0037.mp4,LS,4,Static,4
87,/bigdata/digbose92/MovieNet/trailer/tt2083245/shot_0021.mp4,CS,1,Pull,2
88,/bigdata/digbose92/MovieNet/trailer/tt2083245/shot_0007.mp4,NA,NA,Push,3
89,/bigdata/digbose92/MovieNet/trailer/tt2083245/shot_0010.mp4,FS,3,Static,4
90,/bigdata/digbose92/MovieNet/trailer/tt2083245/shot_0003.mp4,ECS,0,Static,4
91,/bigdata/digbose92/MovieNet/trailer/tt2083245/shot_0018.mp4,CS,1,Static,4
92,/bigdata/digbose92/MovieNet/trailer/tt3504830/shot_0036.mp4,CS,1,Static,4
93,/bigdata/digbose92/MovieNet/trailer/tt3504830/shot_0018.mp4,FS,3,Static,4
94,/bigdata/digbose92/MovieNet/trailer/tt3504830/shot_0009.mp4,FS,3,Static,4
95,/bigdata/digbose92/MovieNet/trailer/tt3504830/shot_0023.mp4,MS,2,Static,4
96,/bigdata/digbose92/MovieNet/trailer/tt3859052/shot_0029.mp4,LS,4,Motion,0
97,/bigdata/digbose92/MovieNet/trailer/tt3859052/shot_0031.mp4,LS,4,Static,4
98,/bigdata/digbose92/MovieNet/trailer/tt3817962/shot_0030.mp4,FS,3,Static,4
99,/bigdata/digbose92/MovieNet/trailer/tt3817962/shot_0011.mp4,FS,3,Static,4
100,/bigdata/digbose92/MovieNet/trailer/tt3817962/shot_0014.mp4,ECS,0,Static,4
101,/bigdata/digbose92/MovieNet/trailer/tt3817962/shot_0029.mp4,ECS,0,Motion,0
102,/bigdata/digbose92/MovieNet/trailer/tt3817962/shot_0007.mp4,ECS,0,Static,4
103,/bigdata/digbose92/MovieNet/trailer/tt3817962/shot_0004.mp4,MS,2,Static,4
104,/bigdata/digbose92/MovieNet/trailer/tt3817962/shot_0043.mp4,ECS,0,Static,4
105,/bigdata/digbose92/MovieNet/trailer/tt3881700/shot_0020.mp4,ECS,0,Static,4
106,/bigdata/digbose92/MovieNet/trailer/tt3881700/shot_0006.mp4,MS,2,Motion,0
107,/bigdata/digbose92/MovieNet/trailer/tt4580794/shot_0030.mp4,MS,2,Motion,0
108,/bigdata/digbose92/MovieNet/trailer/tt4580794/shot_0016.mp4,MS,2,Static,4
109,/bigdata/digbose92/MovieNet/trailer/tt4580794/shot_0070.mp4,FS,3,Static,4
110,/bigdata/digbose92/MovieNet/trailer/tt4580794/shot_0036.mp4,FS,3,Motion,0
111,/bigdata/digbose92/MovieNet/trailer/tt4580794/shot_0026.mp4,FS,3,Static,4
112,/bigdata/digbose92/MovieNet/trailer/tt4580794/shot_0033.mp4,CS,1,Static,4
113,/bigdata/digbose92/MovieNet/trailer/tt4580794/shot_0054.mp4,CS,1,Static,4
114,/bigdata/digbose92/MovieNet/trailer/tt2446746/shot_0017.mp4,CS,1,Static,4
115,/bigdata/digbose92/MovieNet/trailer/tt2114358/shot_0013.mp4,ECS,0,Static,4
116,/bigdata/digbose92/MovieNet/trailer/tt2474958/shot_0046.mp4,CS,1,Static,4
117,/bigdata/digbose92/MovieNet/trailer/tt2474958/shot_0088.mp4,CS,1,Static,4
118,/bigdata/digbose92/MovieNet/trailer/tt2474958/shot_0036.mp4,MS,2,Motion,0
119,/bigdata/digbose92/MovieNet/trailer/tt2474958/shot_0033.mp4,CS,1,Motion,0
120,/bigdata/digbose92/MovieNet/trailer/tt3144678/shot_0011.mp4,ECS,0,Motion,0
121,/bigdata/digbose92/MovieNet/trailer/tt3144678/shot_0001.mp4,LS,4,Motion,0
122,/bigdata/digbose92/MovieNet/trailer/tt3144678/shot_0057.mp4,ECS,0,Static,4
123,/bigdata/digbose92/MovieNet/trailer/tt2662230/shot_0054.mp4,CS,1,Static,4
124,/bigdata/digbose92/MovieNet/trailer/tt4526502/shot_0074.mp4,MS,2,Static,4
125,/bigdata/digbose92/MovieNet/trailer/tt4526502/shot_0041.mp4,ECS,0,Motion,0
126,/bigdata/digbose92/MovieNet/trailer/tt4526502/shot_0008.mp4,CS,1,Static,4
127,/bigdata/digbose92/MovieNet/trailer/tt4526502/shot_0039.mp4,CS,1,Static,4
128,/bigdata/digbose92/MovieNet/trailer/tt4508712/shot_0011.mp4,LS,4,Static,4
129,/bigdata/digbose92/MovieNet/trailer/tt4508712/shot_0045.mp4,MS,2,Static,4
130,/bigdata/digbose92/MovieNet/trailer/tt4508712/shot_0013.mp4,FS,3,Motion,0
131,/bigdata/digbose92/MovieNet/trailer/tt4508712/shot_0049.mp4,MS,2,Motion,0
132,/bigdata/digbose92/MovieNet/trailer/tt3162938/shot_0068.mp4,MS,2,Push,1
133,/bigdata/digbose92/MovieNet/trailer/tt3162938/shot_0035.mp4,MS,2,Static,4
134,/bigdata/digbose92/MovieNet/trailer/tt3162938/shot_0038.mp4,FS,3,Static,4
135,/bigdata/digbose92/MovieNet/trailer/tt3162938/shot_0036.mp4,FS,3,Static,4
136,/bigdata/digbose92/MovieNet/trailer/tt3162938/shot_0048.mp4,FS,3,Static,4
137,/bigdata/digbose92/MovieNet/trailer/tt3162938/shot_0052.mp4,FS,3,Static,4
138,/bigdata/digbose92/MovieNet/trailer/tt3162938/shot_0058.mp4,LS,4,Push,1
139,/bigdata/digbose92/MovieNet/trailer/tt5237816/shot_0036.mp4,FS,3,Static,4
140,/bigdata/digbose92/MovieNet/trailer/tt5237816/shot_0052.mp4,FS,3,Motion,0
141,/bigdata/digbose92/MovieNet/trailer/tt5237816/shot_0056.mp4,CS,1,Static,4
142,/bigdata/digbose92/MovieNet/trailer/tt4827290/shot_0030.mp4,MS,2,Static,4
143,/bigdata/digbose92/MovieNet/trailer/tt4827290/shot_0035.mp4,MS,2,Static,4
144,/bigdata/digbose92/MovieNet/trailer/tt4827290/shot_0007.mp4,LS,4,Motion,0
145,/bigdata/digbose92/MovieNet/trailer/tt4827290/shot_0008.mp4,LS,4,Motion,0
146,/bigdata/digbose92/MovieNet/trailer/tt4827290/shot_0009.mp4,LS,4,Motion,0
147,/bigdata/digbose92/MovieNet/trailer/tt4827290/shot_0033.mp4,LS,4,Motion,0
148,/bigdata/digbose92/MovieNet/trailer/tt4827290/shot_0054.mp4,LS,4,Static,4
149,/bigdata/digbose92/MovieNet/trailer/tt4827290/shot_0037.mp4,CS,1,Static,4
150,/bigdata/digbose92/MovieNet/trailer/tt2367066/shot_0048.mp4,MS,2,Static,4
151,/bigdata/digbose92/MovieNet/trailer/tt2367066/shot_0005.mp4,ECS,0,Static,4
152,/bigdata/digbose92/MovieNet/trailer/tt2367066/shot_0049.mp4,FS,3,Static,4
153,/bigdata/digbose92/MovieNet/trailer/tt2367066/shot_0032.mp4,FS,3,Static,4
154,/bigdata/digbose92/MovieNet/trailer/tt3547682/shot_0030.mp4,MS,2,Static,4
155,/bigdata/digbose92/MovieNet/trailer/tt3547682/shot_0039.mp4,LS,4,Motion,0
156,/bigdata/digbose92/MovieNet/trailer/tt2558318/shot_0011.mp4,CS,1,Static,4
157,/bigdata/digbose92/MovieNet/trailer/tt2558318/shot_0001.mp4,LS,4,Static,4
158,/bigdata/digbose92/MovieNet/trailer/tt2558318/shot_0017.mp4,FS,3,Static,4
159,/bigdata/digbose92/MovieNet/trailer/tt4581310/shot_0052.mp4,ECS,0,Static,4
160,/bigdata/digbose92/MovieNet/trailer/tt4581310/shot_0034.mp4,FS,3,Static,4
161,/bigdata/digbose92/MovieNet/trailer/tt4581310/shot_0033.mp4,FS,3,Static,4
162,/bigdata/digbose92/MovieNet/trailer/tt2661620/shot_0006.mp4,MS,2,Motion,0
163,/bigdata/digbose92/MovieNet/trailer/tt2661620/shot_0009.mp4,CS,1,Motion,0
164,/bigdata/digbose92/MovieNet/trailer/tt3091138/shot_0035.mp4,CS,1,Static,4
165,/bigdata/digbose92/MovieNet/trailer/tt3091138/shot_0023.mp4,CS,1,Static,4
166,/bigdata/digbose92/MovieNet/trailer/tt3091138/shot_0039.mp4,FS,3,Static,4
167,/bigdata/digbose92/MovieNet/trailer/tt2610862/shot_0014.mp4,CS,1,Pull,2
168,/bigdata/digbose92/MovieNet/trailer/tt3798628/shot_0090.mp4,MS,2,Static,4
169,/bigdata/digbose92/MovieNet/trailer/tt3798628/shot_0036.mp4,MS,2,Motion,0
170,/bigdata/digbose92/MovieNet/trailer/tt3798628/shot_0048.mp4,ECS,0,Motion,0
171,/bigdata/digbose92/MovieNet/trailer/tt3798628/shot_0086.mp4,CS,1,Static,4
172,/bigdata/digbose92/MovieNet/trailer/tt3798628/shot_0081.mp4,MS,2,Static,4
173,/bigdata/digbose92/MovieNet/trailer/tt3798628/shot_0113.mp4,ECS,0,Static,4
174,/bigdata/digbose92/MovieNet/trailer/tt3798628/shot_0031.mp4,MS,2,Static,4
175,/bigdata/digbose92/MovieNet/trailer/tt2216240/shot_0044.mp4,ECS,0,Static,4
176,/bigdata/digbose92/MovieNet/trailer/tt2338864/shot_0020.mp4,FS,3,Static,4
177,/bigdata/digbose92/MovieNet/trailer/tt2338864/shot_0015.mp4,ECS,0,Static,4
178,/bigdata/digbose92/MovieNet/trailer/tt2338864/shot_0049.mp4,FS,3,Static,4
179,/bigdata/digbose92/MovieNet/trailer/tt2338864/shot_0032.mp4,MS,2,Static,4
180,/bigdata/digbose92/MovieNet/trailer/tt2294551/shot_0011.mp4,ECS,0,Static,4
181,/bigdata/digbose92/MovieNet/trailer/tt2294551/shot_0016.mp4,ECS,0,Static,4
182,/bigdata/digbose92/MovieNet/trailer/tt2294551/shot_0040.mp4,CS,1,Static,4
183,/bigdata/digbose92/MovieNet/trailer/tt2294551/shot_0007.mp4,ECS,0,Pull,2
184,/bigdata/digbose92/MovieNet/trailer/tt2294551/shot_0038.mp4,LS,4,Static,4
185,/bigdata/digbose92/MovieNet/trailer/tt2294551/shot_0028.mp4,FS,3,Static,4
186,/bigdata/digbose92/MovieNet/trailer/tt2294551/shot_0004.mp4,LS,4,Static,4
187,/bigdata/digbose92/MovieNet/trailer/tt2294551/shot_0023.mp4,FS,3,Static,4
188,/bigdata/digbose92/MovieNet/trailer/tt2294551/shot_0034.mp4,CS,1,Static,4
189,/bigdata/digbose92/MovieNet/trailer/tt2049586/shot_0076.mp4,CS,1,Motion,0
190,/bigdata/digbose92/MovieNet/trailer/tt2049586/shot_0059.mp4,FS,3,Push,1
191,/bigdata/digbose92/MovieNet/trailer/tt4215858/shot_0024.mp4,MS,2,Multi_movement,3
192,/bigdata/digbose92/MovieNet/trailer/tt5111790/shot_0035.mp4,CS,1,Static,4
193,/bigdata/digbose92/MovieNet/trailer/tt5111790/shot_0036.mp4,NA,NA,Pull,2
194,/bigdata/digbose92/MovieNet/trailer/tt5111790/shot_0003.mp4,LS,4,Static,4
195,/bigdata/digbose92/MovieNet/trailer/tt5111790/shot_0002.mp4,LS,4,Static,4
196,/bigdata/digbose92/MovieNet/trailer/tt5111790/shot_0004.mp4,LS,4,Motion,0
197,/bigdata/digbose92/MovieNet/trailer/tt2991516/shot_0022.mp4,MS,2,Static,4
198,/bigdata/digbose92/MovieNet/trailer/tt2991516/shot_0001.mp4,LS,4,Motion,0
199,/bigdata/digbose92/MovieNet/trailer/tt2991516/shot_0008.mp4,MS,2,Static,4
200,/bigdata/digbose92/MovieNet/trailer/tt3661298/shot_0006.mp4,FS,3,Static,4
201,/bigdata/digbose92/MovieNet/trailer/tt3661298/shot_0018.mp4,MS,2,Motion,0
202,/bigdata/digbose92/MovieNet/trailer/tt3235888/shot_0015.mp4,FS,3,Motion,0
203,/bigdata/digbose92/MovieNet/trailer/tt4881710/shot_0011.mp4,LS,4,Static,4
204,/bigdata/digbose92/MovieNet/trailer/tt4881710/shot_0035.mp4,CS,1,Static,4
205,/bigdata/digbose92/MovieNet/trailer/tt4881710/shot_0042.mp4,ECS,0,Static,4
206,/bigdata/digbose92/MovieNet/trailer/tt4881710/shot_0043.mp4,MS,2,Push,1
207,/bigdata/digbose92/MovieNet/trailer/tt4881710/shot_0034.mp4,MS,2,Push,1
208,/bigdata/digbose92/MovieNet/trailer/tt4881710/shot_0031.mp4,CS,1,Push,1
209,/bigdata/digbose92/MovieNet/trailer/tt2105044/shot_0069.mp4,ECS,0,Motion,0
210,/bigdata/digbose92/MovieNet/trailer/tt2105044/shot_0072.mp4,ECS,0,Motion,0
211,/bigdata/digbose92/MovieNet/trailer/tt2105044/shot_0012.mp4,ECS,0,Motion,0
212,/bigdata/digbose92/MovieNet/trailer/tt2105044/shot_0043.mp4,ECS,0,Motion,0
213,/bigdata/digbose92/MovieNet/trailer/tt2332563/shot_0045.mp4,CS,1,Static,4
214,/bigdata/digbose92/MovieNet/trailer/tt2332563/shot_0036.mp4,MS,2,Static,4
215,/bigdata/digbose92/MovieNet/trailer/tt2332563/shot_0025.mp4,MS,2,Static,4
216,/bigdata/digbose92/MovieNet/trailer/tt2332563/shot_0004.mp4,MS,2,Static,4
217,/bigdata/digbose92/MovieNet/trailer/tt4180724/shot_0017.mp4,ECS,0,Static,4
218,/bigdata/digbose92/MovieNet/trailer/tt4180724/shot_0008.mp4,ECS,0,Motion,0
219,/bigdata/digbose92/MovieNet/trailer/tt4180724/shot_0018.mp4,ECS,0,Static,4
220,/bigdata/digbose92/MovieNet/trailer/tt2076384/shot_0044.mp4,ECS,0,Static,4
221,/bigdata/digbose92/MovieNet/trailer/tt2076384/shot_0029.mp4,CS,1,Static,4
222,/bigdata/digbose92/MovieNet/trailer/tt2076384/shot_0008.mp4,CS,1,Motion,0
223,/bigdata/digbose92/MovieNet/trailer/tt4851640/shot_0038.mp4,FS,3,Static,4
224,/bigdata/digbose92/MovieNet/trailer/tt4851640/shot_0004.mp4,FS,3,Push,1
225,/bigdata/digbose92/MovieNet/trailer/tt2872570/shot_0051.mp4,LS,4,Motion,0
226,/bigdata/digbose92/MovieNet/trailer/tt2872570/shot_0069.mp4,FS,3,Static,4
227,/bigdata/digbose92/MovieNet/trailer/tt2872570/shot_0006.mp4,FS,3,Static,4
228,/bigdata/digbose92/MovieNet/trailer/tt2872570/shot_0029.mp4,LS,4,Motion,0
229,/bigdata/digbose92/MovieNet/trailer/tt2872570/shot_0007.mp4,FS,3,Motion,0
230,/bigdata/digbose92/MovieNet/trailer/tt2872570/shot_0095.mp4,LS,4,Motion,0
231,/bigdata/digbose92/MovieNet/trailer/tt2872570/shot_0036.mp4,ECS,0,Motion,0
232,/bigdata/digbose92/MovieNet/trailer/tt2872570/shot_0093.mp4,LS,4,Motion,0
233,/bigdata/digbose92/MovieNet/trailer/tt2872570/shot_0026.mp4,LS,4,Motion,0
234,/bigdata/digbose92/MovieNet/trailer/tt2872570/shot_0089.mp4,LS,4,Static,4
235,/bigdata/digbose92/MovieNet/trailer/tt2872570/shot_0086.mp4,FS,3,Motion,0
236,/bigdata/digbose92/MovieNet/trailer/tt2872570/shot_0002.mp4,LS,4,Motion,0
237,/bigdata/digbose92/MovieNet/trailer/tt2872570/shot_0091.mp4,LS,4,Static,4
238,/bigdata/digbose92/MovieNet/trailer/tt2872570/shot_0065.mp4,FS,3,Push,1
239,/bigdata/digbose92/MovieNet/trailer/tt2872570/shot_0005.mp4,LS,4,Motion,0
240,/bigdata/digbose92/MovieNet/trailer/tt2872570/shot_0056.mp4,LS,4,Motion,0
241,/bigdata/digbose92/MovieNet/trailer/tt2872570/shot_0037.mp4,ECS,0,Motion,0
242,/bigdata/digbose92/MovieNet/trailer/tt2825230/shot_0042.mp4,CS,1,Push,1
243,/bigdata/digbose92/MovieNet/trailer/tt2825230/shot_0013.mp4,CS,1,Static,4
244,/bigdata/digbose92/MovieNet/trailer/tt2215077/shot_0099.mp4,FS,3,Motion,0
245,/bigdata/digbose92/MovieNet/trailer/tt2215077/shot_0068.mp4,MS,2,Motion,0
246,/bigdata/digbose92/MovieNet/trailer/tt2215077/shot_0085.mp4,MS,2,Static,4
247,/bigdata/digbose92/MovieNet/trailer/tt2215077/shot_0106.mp4,LS,4,Static,4
248,/bigdata/digbose92/MovieNet/trailer/tt2215077/shot_0052.mp4,MS,2,Motion,0
249,/bigdata/digbose92/MovieNet/trailer/tt2215077/shot_0056.mp4,ECS,0,Static,4
250,/bigdata/digbose92/MovieNet/trailer/tt2215077/shot_0032.mp4,FS,3,Motion,0
251,/bigdata/digbose92/MovieNet/trailer/tt2945796/shot_0035.mp4,CS,1,Motion,0
252,/bigdata/digbose92/MovieNet/trailer/tt2945796/shot_0004.mp4,CS,1,Static,4
253,/bigdata/digbose92/MovieNet/trailer/tt2945796/shot_0054.mp4,MS,2,Motion,0
254,/bigdata/digbose92/MovieNet/trailer/tt5183610/shot_0027.mp4,LS,4,Motion,0
255,/bigdata/digbose92/MovieNet/trailer/tt5183610/shot_0063.mp4,MS,2,Static,4
256,/bigdata/digbose92/MovieNet/trailer/tt5183610/shot_0052.mp4,LS,4,Motion,0
257,/bigdata/digbose92/MovieNet/trailer/tt4666726/shot_0016.mp4,MS,2,Static,4
258,/bigdata/digbose92/MovieNet/trailer/tt4666726/shot_0010.mp4,ECS,0,Static,4
259,/bigdata/digbose92/MovieNet/trailer/tt4666726/shot_0042.mp4,MS,2,Static,4
260,/bigdata/digbose92/MovieNet/trailer/tt4666726/shot_0083.mp4,CS,1,Static,4
261,/bigdata/digbose92/MovieNet/trailer/tt4666726/shot_0058.mp4,MS,2,Static,4
262,/bigdata/digbose92/MovieNet/trailer/tt4666726/shot_0059.mp4,MS,2,Static,4
263,/bigdata/digbose92/MovieNet/trailer/tt4666726/shot_0084.mp4,ECS,0,Static,4
264,/bigdata/digbose92/MovieNet/trailer/tt4666726/shot_0039.mp4,MS,2,Static,4
265,/bigdata/digbose92/MovieNet/trailer/tt4666726/shot_0057.mp4,MS,2,Static,4
266,/bigdata/digbose92/MovieNet/trailer/tt2237822/shot_0073.mp4,MS,2,Motion,0
267,/bigdata/digbose92/MovieNet/trailer/tt2237822/shot_0001.mp4,LS,4,Motion,0
268,/bigdata/digbose92/MovieNet/trailer/tt2237822/shot_0015.mp4,MS,2,Motion,0
269,/bigdata/digbose92/MovieNet/trailer/tt2237822/shot_0014.mp4,ECS,0,Motion,0
270,/bigdata/digbose92/MovieNet/trailer/tt2237822/shot_0007.mp4,LS,4,Motion,0
271,/bigdata/digbose92/MovieNet/trailer/tt2237822/shot_0048.mp4,CS,1,Push,1
272,/bigdata/digbose92/MovieNet/trailer/tt2237822/shot_0002.mp4,LS,4,Motion,0
273,/bigdata/digbose92/MovieNet/trailer/tt2170140/shot_0011.mp4,LS,4,Static,4
274,/bigdata/digbose92/MovieNet/trailer/tt2170140/shot_0024.mp4,LS,4,Static,4
275,/bigdata/digbose92/MovieNet/trailer/tt2170140/shot_0057.mp4,FS,3,Static,4
276,/bigdata/digbose92/MovieNet/trailer/tt2261331/shot_0015.mp4,ECS,0,Push,1
277,/bigdata/digbose92/MovieNet/trailer/tt2261331/shot_0014.mp4,LS,4,Motion,0
278,/bigdata/digbose92/MovieNet/trailer/tt2261331/shot_0006.mp4,ECS,0,Static,4
279,/bigdata/digbose92/MovieNet/trailer/tt2261331/shot_0007.mp4,FS,3,Motion,0
280,/bigdata/digbose92/MovieNet/trailer/tt2261331/shot_0053.mp4,ECS,0,Static,4
