,Unnamed: 0,Filename,Scale_label,Scale_value,Movement_label,Movement_value,Split
32,32,/bigdata/digbose92/MovieNet/trailer/tt2336960/shot_0017.mp4,FS,3.0,Static,4,val
33,33,/bigdata/digbose92/MovieNet/trailer/tt2336960/shot_0031.mp4,LS,4.0,Motion,0,train
34,34,/bigdata/digbose92/MovieNet/trailer/tt2336960/shot_0057.mp4,ECS,0.0,Static,4,train
35,35,/bigdata/digbose92/MovieNet/trailer/tt2201221/shot_0022.mp4,MS,2.0,Static,4,train
36,36,/bigdata/digbose92/MovieNet/trailer/tt2201221/shot_0017.mp4,MS,2.0,Static,4,train
37,37,/bigdata/digbose92/MovieNet/trailer/tt2179239/shot_0018.mp4,CS,1.0,Static,4,train
38,38,/bigdata/digbose92/MovieNet/trailer/tt3228360/shot_0037.mp4,LS,4.0,Static,4,train
39,39,/bigdata/digbose92/MovieNet/trailer/tt2234428/shot_0032.mp4,MS,2.0,Motion,0,train
40,40,/bigdata/digbose92/MovieNet/trailer/tt3529432/shot_0027.mp4,MS,2.0,Static,4,val
41,41,/bigdata/digbose92/MovieNet/trailer/tt3529432/shot_0035.mp4,MS,2.0,Static,4,val
42,42,/bigdata/digbose92/MovieNet/trailer/tt3529432/shot_0037.mp4,MS,2.0,Push,1,train
43,43,/bigdata/digbose92/MovieNet/trailer/tt5545568/shot_0015.mp4,LS,4.0,Motion,0,test
44,44,/bigdata/digbose92/MovieNet/trailer/tt5545568/shot_0012.mp4,MS,2.0,Static,4,train
45,45,/bigdata/digbose92/MovieNet/trailer/tt5545568/shot_0018.mp4,LS,4.0,Pull,2,train
46,46,/bigdata/digbose92/MovieNet/trailer/tt5545568/shot_0083.mp4,CS,1.0,Static,4,val
47,47,/bigdata/digbose92/MovieNet/trailer/tt5545568/shot_0032.mp4,CS,1.0,Static,4,val
48,48,/bigdata/digbose92/MovieNet/trailer/tt3594780/shot_0011.mp4,LS,4.0,Motion,0,val
49,49,/bigdata/digbose92/MovieNet/trailer/tt3594780/shot_0015.mp4,ECS,0.0,Static,4,train
50,50,/bigdata/digbose92/MovieNet/trailer/tt3594780/shot_0006.mp4,CS,1.0,Static,4,train
52,52,/bigdata/digbose92/MovieNet/trailer/tt3594780/shot_0009.mp4,FS,3.0,Motion,0,train
53,53,/bigdata/digbose92/MovieNet/trailer/tt3594780/shot_0023.mp4,FS,3.0,Static,4,train
54,54,/bigdata/digbose92/MovieNet/trailer/tt3594780/shot_0013.mp4,MS,2.0,Static,4,train
55,55,/bigdata/digbose92/MovieNet/trailer/tt3594780/shot_0031.mp4,FS,3.0,Static,4,train
56,56,/bigdata/digbose92/MovieNet/trailer/tt2193091/shot_0111.mp4,ECS,0.0,Static,4,val
57,57,/bigdata/digbose92/MovieNet/trailer/tt2193091/shot_0121.mp4,CS,1.0,Static,4,val
58,58,/bigdata/digbose92/MovieNet/trailer/tt2193091/shot_0124.mp4,CS,1.0,Static,4,train
59,59,/bigdata/digbose92/MovieNet/trailer/tt2193091/shot_0015.mp4,ECS,0.0,Static,4,train
60,60,/bigdata/digbose92/MovieNet/trailer/tt2193091/shot_0040.mp4,LS,4.0,Motion,0,train
61,61,/bigdata/digbose92/MovieNet/trailer/tt2193091/shot_0067.mp4,ECS,0.0,Static,4,val
62,62,/bigdata/digbose92/MovieNet/trailer/tt2193091/shot_0059.mp4,CS,1.0,Push,1,train
63,63,/bigdata/digbose92/MovieNet/trailer/tt2193091/shot_0084.mp4,MS,2.0,Motion,0,train
64,64,/bigdata/digbose92/MovieNet/trailer/tt2193091/shot_0113.mp4,FS,3.0,Motion,0,train
65,65,/bigdata/digbose92/MovieNet/trailer/tt5539186/shot_0050.mp4,MS,2.0,Static,4,test
66,66,/bigdata/digbose92/MovieNet/trailer/tt5539186/shot_0020.mp4,CS,1.0,Motion,0,train
67,67,/bigdata/digbose92/MovieNet/trailer/tt5539186/shot_0024.mp4,MS,2.0,Static,4,test
68,68,/bigdata/digbose92/MovieNet/trailer/tt5539186/shot_0045.mp4,ECS,0.0,Motion,0,test
70,70,/bigdata/digbose92/MovieNet/trailer/tt5539186/shot_0037.mp4,MS,2.0,Multi_movement,3,train
71,71,/bigdata/digbose92/MovieNet/trailer/tt5265790/shot_0006.mp4,MS,2.0,Static,4,train
72,72,/bigdata/digbose92/MovieNet/trailer/tt5265790/shot_0002.mp4,ECS,0.0,Static,4,train
73,73,/bigdata/digbose92/MovieNet/trailer/tt5265790/shot_0004.mp4,ECS,0.0,Static,4,train
74,74,/bigdata/digbose92/MovieNet/trailer/tt5265790/shot_0013.mp4,MS,2.0,Motion,0,test
75,75,/bigdata/digbose92/MovieNet/trailer/tt3172644/shot_0023.mp4,CS,1.0,Static,4,train
76,76,/bigdata/digbose92/MovieNet/trailer/tt2286990/shot_0069.mp4,LS,4.0,Motion,0,val
77,77,/bigdata/digbose92/MovieNet/trailer/tt2286990/shot_0070.mp4,CS,1.0,Static,4,train
78,78,/bigdata/digbose92/MovieNet/trailer/tt2286990/shot_0041.mp4,MS,2.0,Static,4,val
79,79,/bigdata/digbose92/MovieNet/trailer/tt2286990/shot_0009.mp4,MS,2.0,Static,4,train
80,80,/bigdata/digbose92/MovieNet/trailer/tt2286990/shot_0108.mp4,FS,3.0,Static,4,train
81,81,/bigdata/digbose92/MovieNet/trailer/tt2286990/shot_0043.mp4,CS,1.0,Static,4,val
82,82,/bigdata/digbose92/MovieNet/trailer/tt2286990/shot_0065.mp4,LS,4.0,Static,4,train
83,83,/bigdata/digbose92/MovieNet/trailer/tt2286990/shot_0034.mp4,LS,4.0,Motion,0,val
84,84,/bigdata/digbose92/MovieNet/trailer/tt3312936/shot_0041.mp4,LS,4.0,Motion,0,test
85,85,/bigdata/digbose92/MovieNet/trailer/tt3312936/shot_0018.mp4,CS,1.0,Static,4,train
86,86,/bigdata/digbose92/MovieNet/trailer/tt3312936/shot_0037.mp4,LS,4.0,Static,4,val
87,87,/bigdata/digbose92/MovieNet/trailer/tt2083245/shot_0021.mp4,CS,1.0,Pull,2,train
89,89,/bigdata/digbose92/MovieNet/trailer/tt2083245/shot_0010.mp4,FS,3.0,Static,4,train
90,90,/bigdata/digbose92/MovieNet/trailer/tt2083245/shot_0003.mp4,ECS,0.0,Static,4,train
91,91,/bigdata/digbose92/MovieNet/trailer/tt2083245/shot_0018.mp4,CS,1.0,Static,4,train
92,92,/bigdata/digbose92/MovieNet/trailer/tt3504830/shot_0036.mp4,CS,1.0,Static,4,val
93,93,/bigdata/digbose92/MovieNet/trailer/tt3504830/shot_0018.mp4,FS,3.0,Static,4,train
94,94,/bigdata/digbose92/MovieNet/trailer/tt3504830/shot_0009.mp4,FS,3.0,Static,4,train
95,95,/bigdata/digbose92/MovieNet/trailer/tt3504830/shot_0023.mp4,MS,2.0,Static,4,test
96,96,/bigdata/digbose92/MovieNet/trailer/tt3859052/shot_0029.mp4,LS,4.0,Motion,0,val
97,97,/bigdata/digbose92/MovieNet/trailer/tt3859052/shot_0031.mp4,LS,4.0,Static,4,train
98,98,/bigdata/digbose92/MovieNet/trailer/tt3817962/shot_0030.mp4,FS,3.0,Static,4,train
99,99,/bigdata/digbose92/MovieNet/trailer/tt3817962/shot_0011.mp4,FS,3.0,Static,4,train
100,100,/bigdata/digbose92/MovieNet/trailer/tt3817962/shot_0014.mp4,ECS,0.0,Static,4,train
101,101,/bigdata/digbose92/MovieNet/trailer/tt3817962/shot_0029.mp4,ECS,0.0,Motion,0,train
102,102,/bigdata/digbose92/MovieNet/trailer/tt3817962/shot_0007.mp4,ECS,0.0,Static,4,test
103,103,/bigdata/digbose92/MovieNet/trailer/tt3817962/shot_0004.mp4,MS,2.0,Static,4,train
104,104,/bigdata/digbose92/MovieNet/trailer/tt3817962/shot_0043.mp4,ECS,0.0,Static,4,train
105,105,/bigdata/digbose92/MovieNet/trailer/tt3881700/shot_0020.mp4,ECS,0.0,Static,4,train
106,106,/bigdata/digbose92/MovieNet/trailer/tt3881700/shot_0006.mp4,MS,2.0,Motion,0,train
107,107,/bigdata/digbose92/MovieNet/trailer/tt4580794/shot_0030.mp4,MS,2.0,Motion,0,val
108,108,/bigdata/digbose92/MovieNet/trailer/tt4580794/shot_0016.mp4,MS,2.0,Static,4,val
109,109,/bigdata/digbose92/MovieNet/trailer/tt4580794/shot_0070.mp4,FS,3.0,Static,4,train
110,110,/bigdata/digbose92/MovieNet/trailer/tt4580794/shot_0036.mp4,FS,3.0,Motion,0,train
111,111,/bigdata/digbose92/MovieNet/trailer/tt4580794/shot_0026.mp4,FS,3.0,Static,4,train
112,112,/bigdata/digbose92/MovieNet/trailer/tt4580794/shot_0033.mp4,CS,1.0,Static,4,train
113,113,/bigdata/digbose92/MovieNet/trailer/tt4580794/shot_0054.mp4,CS,1.0,Static,4,val
114,114,/bigdata/digbose92/MovieNet/trailer/tt2446746/shot_0017.mp4,CS,1.0,Static,4,val
115,115,/bigdata/digbose92/MovieNet/trailer/tt2114358/shot_0013.mp4,ECS,0.0,Static,4,train
116,116,/bigdata/digbose92/MovieNet/trailer/tt2474958/shot_0046.mp4,CS,1.0,Static,4,train
117,117,/bigdata/digbose92/MovieNet/trailer/tt2474958/shot_0088.mp4,CS,1.0,Static,4,train
118,118,/bigdata/digbose92/MovieNet/trailer/tt2474958/shot_0036.mp4,MS,2.0,Motion,0,train
119,119,/bigdata/digbose92/MovieNet/trailer/tt2474958/shot_0033.mp4,CS,1.0,Motion,0,val
120,120,/bigdata/digbose92/MovieNet/trailer/tt3144678/shot_0011.mp4,ECS,0.0,Motion,0,train
121,121,/bigdata/digbose92/MovieNet/trailer/tt3144678/shot_0001.mp4,LS,4.0,Motion,0,train
122,122,/bigdata/digbose92/MovieNet/trailer/tt3144678/shot_0057.mp4,ECS,0.0,Static,4,train
123,123,/bigdata/digbose92/MovieNet/trailer/tt2662230/shot_0054.mp4,CS,1.0,Static,4,train
124,124,/bigdata/digbose92/MovieNet/trailer/tt4526502/shot_0074.mp4,MS,2.0,Static,4,val
125,125,/bigdata/digbose92/MovieNet/trailer/tt4526502/shot_0041.mp4,ECS,0.0,Motion,0,train
126,126,/bigdata/digbose92/MovieNet/trailer/tt4526502/shot_0008.mp4,CS,1.0,Static,4,test
127,127,/bigdata/digbose92/MovieNet/trailer/tt4526502/shot_0039.mp4,CS,1.0,Static,4,val
128,128,/bigdata/digbose92/MovieNet/trailer/tt4508712/shot_0011.mp4,LS,4.0,Static,4,train
129,129,/bigdata/digbose92/MovieNet/trailer/tt4508712/shot_0045.mp4,MS,2.0,Static,4,train
130,130,/bigdata/digbose92/MovieNet/trailer/tt4508712/shot_0013.mp4,FS,3.0,Motion,0,train
131,131,/bigdata/digbose92/MovieNet/trailer/tt4508712/shot_0049.mp4,MS,2.0,Motion,0,val
132,132,/bigdata/digbose92/MovieNet/trailer/tt3162938/shot_0068.mp4,MS,2.0,Push,1,train
133,133,/bigdata/digbose92/MovieNet/trailer/tt3162938/shot_0035.mp4,MS,2.0,Static,4,train
134,134,/bigdata/digbose92/MovieNet/trailer/tt3162938/shot_0038.mp4,FS,3.0,Static,4,val
135,135,/bigdata/digbose92/MovieNet/trailer/tt3162938/shot_0036.mp4,FS,3.0,Static,4,test
136,136,/bigdata/digbose92/MovieNet/trailer/tt3162938/shot_0048.mp4,FS,3.0,Static,4,val
137,137,/bigdata/digbose92/MovieNet/trailer/tt3162938/shot_0052.mp4,FS,3.0,Static,4,val
138,138,/bigdata/digbose92/MovieNet/trailer/tt3162938/shot_0058.mp4,LS,4.0,Push,1,train
139,139,/bigdata/digbose92/MovieNet/trailer/tt5237816/shot_0036.mp4,FS,3.0,Static,4,train
140,140,/bigdata/digbose92/MovieNet/trailer/tt5237816/shot_0052.mp4,FS,3.0,Motion,0,val
141,141,/bigdata/digbose92/MovieNet/trailer/tt5237816/shot_0056.mp4,CS,1.0,Static,4,test
142,142,/bigdata/digbose92/MovieNet/trailer/tt4827290/shot_0030.mp4,MS,2.0,Static,4,train
143,143,/bigdata/digbose92/MovieNet/trailer/tt4827290/shot_0035.mp4,MS,2.0,Static,4,train
144,144,/bigdata/digbose92/MovieNet/trailer/tt4827290/shot_0007.mp4,LS,4.0,Motion,0,test
145,145,/bigdata/digbose92/MovieNet/trailer/tt4827290/shot_0008.mp4,LS,4.0,Motion,0,train
146,146,/bigdata/digbose92/MovieNet/trailer/tt4827290/shot_0009.mp4,LS,4.0,Motion,0,test
147,147,/bigdata/digbose92/MovieNet/trailer/tt4827290/shot_0033.mp4,LS,4.0,Motion,0,train
148,148,/bigdata/digbose92/MovieNet/trailer/tt4827290/shot_0054.mp4,LS,4.0,Static,4,train
149,149,/bigdata/digbose92/MovieNet/trailer/tt4827290/shot_0037.mp4,CS,1.0,Static,4,val
150,150,/bigdata/digbose92/MovieNet/trailer/tt2367066/shot_0048.mp4,MS,2.0,Static,4,val
151,151,/bigdata/digbose92/MovieNet/trailer/tt2367066/shot_0005.mp4,ECS,0.0,Static,4,train
152,152,/bigdata/digbose92/MovieNet/trailer/tt2367066/shot_0049.mp4,FS,3.0,Static,4,train
153,153,/bigdata/digbose92/MovieNet/trailer/tt2367066/shot_0032.mp4,FS,3.0,Static,4,val
154,154,/bigdata/digbose92/MovieNet/trailer/tt3547682/shot_0030.mp4,MS,2.0,Static,4,val
155,155,/bigdata/digbose92/MovieNet/trailer/tt3547682/shot_0039.mp4,LS,4.0,Motion,0,train
156,156,/bigdata/digbose92/MovieNet/trailer/tt2558318/shot_0011.mp4,CS,1.0,Static,4,train
157,157,/bigdata/digbose92/MovieNet/trailer/tt2558318/shot_0001.mp4,LS,4.0,Static,4,train
158,158,/bigdata/digbose92/MovieNet/trailer/tt2558318/shot_0017.mp4,FS,3.0,Static,4,train
159,159,/bigdata/digbose92/MovieNet/trailer/tt4581310/shot_0052.mp4,ECS,0.0,Static,4,train
160,160,/bigdata/digbose92/MovieNet/trailer/tt4581310/shot_0034.mp4,FS,3.0,Static,4,train
161,161,/bigdata/digbose92/MovieNet/trailer/tt4581310/shot_0033.mp4,FS,3.0,Static,4,train
162,162,/bigdata/digbose92/MovieNet/trailer/tt2661620/shot_0006.mp4,MS,2.0,Motion,0,train
163,163,/bigdata/digbose92/MovieNet/trailer/tt2661620/shot_0009.mp4,CS,1.0,Motion,0,train
164,164,/bigdata/digbose92/MovieNet/trailer/tt3091138/shot_0035.mp4,CS,1.0,Static,4,val
165,165,/bigdata/digbose92/MovieNet/trailer/tt3091138/shot_0023.mp4,CS,1.0,Static,4,train
166,166,/bigdata/digbose92/MovieNet/trailer/tt3091138/shot_0039.mp4,FS,3.0,Static,4,train
167,167,/bigdata/digbose92/MovieNet/trailer/tt2610862/shot_0014.mp4,CS,1.0,Pull,2,train
168,168,/bigdata/digbose92/MovieNet/trailer/tt3798628/shot_0090.mp4,MS,2.0,Static,4,train
169,169,/bigdata/digbose92/MovieNet/trailer/tt3798628/shot_0036.mp4,MS,2.0,Motion,0,train
170,170,/bigdata/digbose92/MovieNet/trailer/tt3798628/shot_0048.mp4,ECS,0.0,Motion,0,train
171,171,/bigdata/digbose92/MovieNet/trailer/tt3798628/shot_0086.mp4,CS,1.0,Static,4,train
172,172,/bigdata/digbose92/MovieNet/trailer/tt3798628/shot_0081.mp4,MS,2.0,Static,4,val
173,173,/bigdata/digbose92/MovieNet/trailer/tt3798628/shot_0113.mp4,ECS,0.0,Static,4,train
174,174,/bigdata/digbose92/MovieNet/trailer/tt3798628/shot_0031.mp4,MS,2.0,Static,4,train
175,175,/bigdata/digbose92/MovieNet/trailer/tt2216240/shot_0044.mp4,ECS,0.0,Static,4,train
176,176,/bigdata/digbose92/MovieNet/trailer/tt2338864/shot_0020.mp4,FS,3.0,Static,4,test
177,177,/bigdata/digbose92/MovieNet/trailer/tt2338864/shot_0015.mp4,ECS,0.0,Static,4,val
178,178,/bigdata/digbose92/MovieNet/trailer/tt2338864/shot_0049.mp4,FS,3.0,Static,4,train
179,179,/bigdata/digbose92/MovieNet/trailer/tt2338864/shot_0032.mp4,MS,2.0,Static,4,train
180,180,/bigdata/digbose92/MovieNet/trailer/tt2294551/shot_0011.mp4,ECS,0.0,Static,4,test
181,181,/bigdata/digbose92/MovieNet/trailer/tt2294551/shot_0016.mp4,ECS,0.0,Static,4,train
182,182,/bigdata/digbose92/MovieNet/trailer/tt2294551/shot_0040.mp4,CS,1.0,Static,4,val
183,183,/bigdata/digbose92/MovieNet/trailer/tt2294551/shot_0007.mp4,ECS,0.0,Pull,2,test
184,184,/bigdata/digbose92/MovieNet/trailer/tt2294551/shot_0038.mp4,LS,4.0,Static,4,val
185,185,/bigdata/digbose92/MovieNet/trailer/tt2294551/shot_0028.mp4,FS,3.0,Static,4,train
186,186,/bigdata/digbose92/MovieNet/trailer/tt2294551/shot_0004.mp4,LS,4.0,Static,4,train
187,187,/bigdata/digbose92/MovieNet/trailer/tt2294551/shot_0023.mp4,FS,3.0,Static,4,train
188,188,/bigdata/digbose92/MovieNet/trailer/tt2294551/shot_0034.mp4,CS,1.0,Static,4,val
189,189,/bigdata/digbose92/MovieNet/trailer/tt2049586/shot_0076.mp4,CS,1.0,Motion,0,train
190,190,/bigdata/digbose92/MovieNet/trailer/tt2049586/shot_0059.mp4,FS,3.0,Push,1,train
191,191,/bigdata/digbose92/MovieNet/trailer/tt4215858/shot_0024.mp4,MS,2.0,Multi_movement,3,val
192,192,/bigdata/digbose92/MovieNet/trailer/tt5111790/shot_0035.mp4,CS,1.0,Static,4,train
194,194,/bigdata/digbose92/MovieNet/trailer/tt5111790/shot_0003.mp4,LS,4.0,Static,4,train
195,195,/bigdata/digbose92/MovieNet/trailer/tt5111790/shot_0002.mp4,LS,4.0,Static,4,train
196,196,/bigdata/digbose92/MovieNet/trailer/tt5111790/shot_0004.mp4,LS,4.0,Motion,0,test
197,197,/bigdata/digbose92/MovieNet/trailer/tt2991516/shot_0022.mp4,MS,2.0,Static,4,train
198,198,/bigdata/digbose92/MovieNet/trailer/tt2991516/shot_0001.mp4,LS,4.0,Motion,0,test
199,199,/bigdata/digbose92/MovieNet/trailer/tt2991516/shot_0008.mp4,MS,2.0,Static,4,train
200,200,/bigdata/digbose92/MovieNet/trailer/tt3661298/shot_0006.mp4,FS,3.0,Static,4,train
201,201,/bigdata/digbose92/MovieNet/trailer/tt3661298/shot_0018.mp4,MS,2.0,Motion,0,train
202,202,/bigdata/digbose92/MovieNet/trailer/tt3235888/shot_0015.mp4,FS,3.0,Motion,0,train
203,203,/bigdata/digbose92/MovieNet/trailer/tt4881710/shot_0011.mp4,LS,4.0,Static,4,val
204,204,/bigdata/digbose92/MovieNet/trailer/tt4881710/shot_0035.mp4,CS,1.0,Static,4,train
205,205,/bigdata/digbose92/MovieNet/trailer/tt4881710/shot_0042.mp4,ECS,0.0,Static,4,train
206,206,/bigdata/digbose92/MovieNet/trailer/tt4881710/shot_0043.mp4,MS,2.0,Push,1,train
207,207,/bigdata/digbose92/MovieNet/trailer/tt4881710/shot_0034.mp4,MS,2.0,Push,1,train
208,208,/bigdata/digbose92/MovieNet/trailer/tt4881710/shot_0031.mp4,CS,1.0,Push,1,train
209,209,/bigdata/digbose92/MovieNet/trailer/tt2105044/shot_0069.mp4,ECS,0.0,Motion,0,test
210,210,/bigdata/digbose92/MovieNet/trailer/tt2105044/shot_0072.mp4,ECS,0.0,Motion,0,train
211,211,/bigdata/digbose92/MovieNet/trailer/tt2105044/shot_0012.mp4,ECS,0.0,Motion,0,train
212,212,/bigdata/digbose92/MovieNet/trailer/tt2105044/shot_0043.mp4,ECS,0.0,Motion,0,train
213,213,/bigdata/digbose92/MovieNet/trailer/tt2332563/shot_0045.mp4,CS,1.0,Static,4,train
214,214,/bigdata/digbose92/MovieNet/trailer/tt2332563/shot_0036.mp4,MS,2.0,Static,4,train
215,215,/bigdata/digbose92/MovieNet/trailer/tt2332563/shot_0025.mp4,MS,2.0,Static,4,val
216,216,/bigdata/digbose92/MovieNet/trailer/tt2332563/shot_0004.mp4,MS,2.0,Static,4,train
217,217,/bigdata/digbose92/MovieNet/trailer/tt4180724/shot_0017.mp4,ECS,0.0,Static,4,train
218,218,/bigdata/digbose92/MovieNet/trailer/tt4180724/shot_0008.mp4,ECS,0.0,Motion,0,train
219,219,/bigdata/digbose92/MovieNet/trailer/tt4180724/shot_0018.mp4,ECS,0.0,Static,4,train
220,220,/bigdata/digbose92/MovieNet/trailer/tt2076384/shot_0044.mp4,ECS,0.0,Static,4,train
221,221,/bigdata/digbose92/MovieNet/trailer/tt2076384/shot_0029.mp4,CS,1.0,Static,4,train
222,222,/bigdata/digbose92/MovieNet/trailer/tt2076384/shot_0008.mp4,CS,1.0,Motion,0,val
223,223,/bigdata/digbose92/MovieNet/trailer/tt4851640/shot_0038.mp4,FS,3.0,Static,4,train
224,224,/bigdata/digbose92/MovieNet/trailer/tt4851640/shot_0004.mp4,FS,3.0,Push,1,train
225,225,/bigdata/digbose92/MovieNet/trailer/tt2872570/shot_0051.mp4,LS,4.0,Motion,0,train
226,226,/bigdata/digbose92/MovieNet/trailer/tt2872570/shot_0069.mp4,FS,3.0,Static,4,train
227,227,/bigdata/digbose92/MovieNet/trailer/tt2872570/shot_0006.mp4,FS,3.0,Static,4,test
228,228,/bigdata/digbose92/MovieNet/trailer/tt2872570/shot_0029.mp4,LS,4.0,Motion,0,train
229,229,/bigdata/digbose92/MovieNet/trailer/tt2872570/shot_0007.mp4,FS,3.0,Motion,0,train
230,230,/bigdata/digbose92/MovieNet/trailer/tt2872570/shot_0095.mp4,LS,4.0,Motion,0,test
231,231,/bigdata/digbose92/MovieNet/trailer/tt2872570/shot_0036.mp4,ECS,0.0,Motion,0,train
232,232,/bigdata/digbose92/MovieNet/trailer/tt2872570/shot_0093.mp4,LS,4.0,Motion,0,train
233,233,/bigdata/digbose92/MovieNet/trailer/tt2872570/shot_0026.mp4,LS,4.0,Motion,0,train
234,234,/bigdata/digbose92/MovieNet/trailer/tt2872570/shot_0089.mp4,LS,4.0,Static,4,train
235,235,/bigdata/digbose92/MovieNet/trailer/tt2872570/shot_0086.mp4,FS,3.0,Motion,0,val
236,236,/bigdata/digbose92/MovieNet/trailer/tt2872570/shot_0002.mp4,LS,4.0,Motion,0,test
237,237,/bigdata/digbose92/MovieNet/trailer/tt2872570/shot_0091.mp4,LS,4.0,Static,4,val
238,238,/bigdata/digbose92/MovieNet/trailer/tt2872570/shot_0065.mp4,FS,3.0,Push,1,val
239,239,/bigdata/digbose92/MovieNet/trailer/tt2872570/shot_0005.mp4,LS,4.0,Motion,0,train
240,240,/bigdata/digbose92/MovieNet/trailer/tt2872570/shot_0056.mp4,LS,4.0,Motion,0,val
241,241,/bigdata/digbose92/MovieNet/trailer/tt2872570/shot_0037.mp4,ECS,0.0,Motion,0,train
242,242,/bigdata/digbose92/MovieNet/trailer/tt2825230/shot_0042.mp4,CS,1.0,Push,1,train
243,243,/bigdata/digbose92/MovieNet/trailer/tt2825230/shot_0013.mp4,CS,1.0,Static,4,train
244,244,/bigdata/digbose92/MovieNet/trailer/tt2215077/shot_0099.mp4,FS,3.0,Motion,0,test
245,245,/bigdata/digbose92/MovieNet/trailer/tt2215077/shot_0068.mp4,MS,2.0,Motion,0,train
246,246,/bigdata/digbose92/MovieNet/trailer/tt2215077/shot_0085.mp4,MS,2.0,Static,4,train
247,247,/bigdata/digbose92/MovieNet/trailer/tt2215077/shot_0106.mp4,LS,4.0,Static,4,val
248,248,/bigdata/digbose92/MovieNet/trailer/tt2215077/shot_0052.mp4,MS,2.0,Motion,0,train
249,249,/bigdata/digbose92/MovieNet/trailer/tt2215077/shot_0056.mp4,ECS,0.0,Static,4,train
250,250,/bigdata/digbose92/MovieNet/trailer/tt2215077/shot_0032.mp4,FS,3.0,Motion,0,train
251,251,/bigdata/digbose92/MovieNet/trailer/tt2945796/shot_0035.mp4,CS,1.0,Motion,0,train
252,252,/bigdata/digbose92/MovieNet/trailer/tt2945796/shot_0004.mp4,CS,1.0,Static,4,val
253,253,/bigdata/digbose92/MovieNet/trailer/tt2945796/shot_0054.mp4,MS,2.0,Motion,0,train
